Company,Company Name,ROCE,ROE,Market Cap,Stock P/E,Dividend Yield,EPS
NOCIL,NOCIL Limited,6.98,6.26,"2,250",30.9,1.49,1.03
NOIDATOLL,Noida Toll Bridge Company Limited,-8.6,-14.3,68.9,9.26,0,0.21
NORTHARC,Northern Arc Capital Limited,10.3,12.3,"4,362",12.6,0,5.87
NOVAAGRI,Nova Agritech Limited,12.5,9.88,317,22.4,0,0.17
NPST,Network People Services Technologies Limited,69.9,56.1,"2,537",89.8,0.17,4.76
NRAIL,N R Agarwal Industries Limited,5.62,2.35,749,30.8,0.46,-0.86
NRBBEARING,NRB Bearing Limited,14.2,11,"2,465",19.6,1.68,3.76
NRL,Nupur Recyclers Limited,10.1,7.19,362,61.9,0,0.37
NSIL,Nalwa Sons Investments Limited,0.37,0.26,"3,019",145,0,27.82
NSLNISP,NMDC Steel Limited,-13,-16.6,"12,399",,0,-0.39
NTPC,NTPC Limited,12.2,13.6,"3,44,571",17.3,2.35,4.8
NTPCGREEN,NTPC Green Energy Limited,6.42,3.95,"72,930",141,0,0.07
NUCLEUS,Nucleus Software Exports Limited,23.1,17.3,"2,390",14.8,1.4,10.58
NURECA,Nureca Limited,0.33,-0.36,267,29.7,0,3.39
NUVAMA,Nuvama Wealth Management Limited,30.6,32.6,"24,368",42.4,2.16,15.42
NUVOCO,Nuvoco Vistas Corporation Limited,3.26,0.43,"12,361",41.8,0,1.57
NYKAA,FSN E-Commerce Ventures Limited,6.25,6.1,"67,975","1,058",0,0.04
OAL,Oriental Aromatics Limited,9.3,7.15,963,30.7,0.18,2
OBCL,Orissa Bengal Carrier Limited,4.14,0.92,114,,0,-1.11
OBEROIRLTY,Oberoi Realty Limited,15.3,12.6,"54,115",31.4,0.53,12.98
OCCLLTD,OCCL Limited,14.9,10.8,468,13.1,1.61,1.74
ODIGMA,Odigma Consultancy Solutions Limited,0.97,0.61,85.6,186,0,0.04
OFSS,Oracle Financial Services Software Limited,62.5,48.8,"67,379",19.2,3.44,70.53
OIL,Oil India Limited,15.2,13.5,"82,485",17.7,2.29,6.42
OILCOUNTUB,Oil Country Tubular Limited,-8.41,-15,243,,0,-4.15
OLAELEC,Ola Electric Mobility Limited,0.59,-0.58,"14,243",,0,-0.03
OLECTRA,Olectra Greentech Limited,21,14.2,"8,845",60.7,0.04,6.43
OMAXAUTO,Omax Autos Limited,9,2.81,254,11.6,2.16,5.71
OMAXE,Omaxe Limited,-8.81,-29.6,"1,361",,0,-2.76
OMFREIGHT,Om Freight Forwarders Limited,16.9,13.6,306,14.1,0,1.22
OMINFRAL,OM INFRA LIMITED,5.78,3.4,760,22.3,0.54,0.67
ONEPOINT,One Point One Solutions Limited,10.5,7.94,"1,300",44.2,0,0.28
ONESOURCE,Onesource Specialty Pharma Limited,6.42,4.14,"13,384",73.6,0,-5.43
ONGC,Oil & Natural Gas Corporation Limited,14.8,11.4,"3,37,718",10.4,4.54,7.83
ONMOBILE,OnMobile Global Limited,3.27,2.13,507,11.4,0,1.11
ONWARDTEC,Onward Technologies Limited,16,12.5,737,22.6,1.55,2.66
OPTIEMUS,Optiemus Infracom Limited,6.62,4.39,"3,570",155,0,0.66
ORBTEXP,Orbit Exports Limited,18,13.8,464,12.9,0,3.4
ORCHASP,Orchasp Limited,-8.26,-9.55,93.2,21.8,0,0.01
ORCHPHARMA,Orchid Pharma Limited,8.54,8.4,"3,550",49.1,0,0.44
ORIENTALTL,Oriental Trimex Limited,-4.92,-7.12,53.4,10.1,0,-0.03
ORIENTBELL,Orient Bell Limited,2.3,0.8,404,54.1,0.18,2.04
ORIENTCEM,Orient Cement Limited,8.83,5.12,"3,262",9.99,0.3,1.35
ORIENTCER,ORIENT CERATECH LIMITED,5.95,3.47,516,35.6,0.56,0.51
ORIENTELEC,Orient Electric Limited,17.9,12.5,"3,766",40.8,0.86,1.22
ORIENTHOT,Oriental Hotels Limited,13.6,10.8,"1,816",30.3,0.5,1.13
ORIENTLTD,Orient Press Limited,1.96,-5.3,63.6,,0,-0.76
ORIENTPPR,Orient Paper & Industries Limited,-2.6,-3.08,430,,0,-1.44
ORIENTTECH,Orient Technologies Limited,26.5,20,"1,507",30,0.5,3.09
ORISSAMINE,The Orissa Minerals Development Company Limited,-38.5,,"2,698",,0,5.23
ORKLAINDIA,Orkla India Limited,13.5,9.74,"8,138",32.6,0,5.52
OSIAHYPER,Osia Hyper Retail Limited,14.7,6.6,232,10.2,0,0.31
OSWALAGRO,Oswal Agro Mills Limited,22,16.5,654,5.44,0,-0.07
OSWALGREEN,Oswal Greentech Limited,0.43,0.34,715,59.2,0,0.21
OSWALPUMPS,Oswal Pumps Limited,76.4,80.4,"4,490",17.4,0,6.65
OSWALSEEDS,ShreeOswal Seeds And Chemicals Limited,9.2,6.64,122,33.6,0,-0.37
PACEDIGITK,Pace Digitek Limited,43.3,34,"3,744",16.3,0,3.45
PAGEIND,Page Industries Limited,59.4,48.5,"36,947",48.3,2.7,174.61
PAISALO,Paisalo Digital Limited,13.2,13.9,"3,122",15.3,0.3,0.56
PAKKA,PAKKA LIMITED,13.8,15.3,418,13.7,0,0.07
PALASHSECU,Palash Securities Limited,18,14,97.1,27.4,0,2.71
PALREDTEC,Palred Technologies Limited,5.72,3.11,44,26.6,0,0.63
PANACEABIO,Panacea Biotec Limited,-2.14,-4.76,"2,327",,0,-2.55
PANACHE,Panache Digilife Limited,13,10.9,416,62.5,0,0.97
PANAMAPET,Panama Petrochem Limited,19,13,"1,784",14.6,1.7,5.53
PAR,Par Drugs And Chemicals Limited,18.4,13.6,112,11.5,0,3.36
PARACABLES,Paramount Communications Limited,16.2,12.7,"1,015",13.8,0,0.43
PARADEEP,Paradeep Phosphates Limited,13.7,14.2,"14,391",14.7,0.73,4.19
PARAGMILK,Parag Milk Foods Limited,14.3,12.6,"3,158",20.4,0.4,4.45
PARAS,Paras Defence and Space Technologies Limited,16.6,11.8,"5,740",77.4,0.04,2.42
PARASPETRO,Paras Petrofils Limited,5.42,5.49,90.3,"9,025",0,0.01
PARKHOSPS,Park Medi World Limited,8.43,6.51,"6,425",298,0,0.34
PARKHOTELS,Apeejay Surrendra Park Hotels Limited,12,6.87,"2,614",28.4,0.42,0.73
PARSVNATH,Parsvnath Developers Limited,-4.13,-303,387,,0,-1.35
PASHUPATI,Pashupati Cotspin Limited,11.8,10.3,"1,274",93.5,0.06,2.56
PASUPTAC,Pasupati Acrylon Limited,11.9,10.2,404,10.3,0,1.82
PATANJALI,Patanjali Foods Limited,15.6,12.1,"54,178",37.9,0.67,4.75
PATELENG,Patel Engineering Limited,15.7,10.6,"2,814",7.71,0,0.59
PATELRMART,Patel Retail Limited,17.3,22.1,659,22.3,0,3.04
PATINTLOG,Patel Integrated Logistics Limited,5.91,5.79,86.3,10.8,2.4,0.33
PAUSHAKLTD,Paushak Limited,11.2,9.76,"1,240",34,0.52,2.5
PAVNAIND,Pavna Industries Limited,9.95,5.83,241,43.1,0,0.15
PAYTM,One 97 Communications Limited,-11.8,-12,"72,638",219,0,2.27
PCBL,PCBL Chemical Limited,13.2,12.8,"10,513",29.3,2.26,1.58
PCJEWELLER,PC Jeweller Limited,6.52,12.7,"7,768",11.8,0,0.26
PDMJEPAPER,Pudumjee Paper Products Limited,22.4,16.7,794,8.68,0.72,1.78
PDSL,PDS Limited,15.1,14.6,"4,811",188,1.01,0.05
PEARLPOLY,Pearl Polymers Limited,-15.9,-15.7,32,,0,-1.15
PENIND,Pennar Industries Limited,14.6,10.8,"2,314",23.4,0,1.9
PENINLAND,Peninsula Land Limited,5.55,-11.5,664,,0,-0.55
PERSISTENT,Persistent Systems Limited,28.4,20.9,"95,178",60.5,0.58,24.59
PETRONET,Petronet LNG Limited,26.2,21.4,"43,582",12.1,3.45,5.37
PFC,Power Finance Corporation Limited,9.74,20.4,"1,24,892",6.83,4.11,13.52
PFIZER,Pfizer Limited,21.6,16.4,"20,911",29.6,0.78,41.32
PFOCUS,Prime Focus Limited,-1.69,-2.43,"17,262",,0,0
PFS,PTC India Financial Services Limited,9.93,8.2,"2,102",6.29,0,0.76
PGEL,PG Electroplast Limited,6.83,4.87,"15,593",133,0.05,1.36
PGHH,Procter & Gamble Hygiene and Health Care Limited,104,75.7,"38,515",46.6,0.93,64.65
PGHL,Procter & Gamble Health Limited,47.8,36.4,"8,790",28.6,2.37,53.34
PGIL,Pearl Global Industries Limited,11.2,9.54,"7,129",108,0.72,3.21
PHOENIXLTD,The Phoenix Mills Limited,6.5,5.52,"59,826",205,0.15,1.28
PICCADIL,Piccadily Agro Industries Limited,22.9,20.4,"5,688",42.4,0,4.89
PIDILITIND,Pidilite Industries Limited,30.5,23.2,"1,45,828",65.3,0.7,5.76
PIGL,Power & Instrumentation (Gujarat) Limited,19.8,14.5,203,15.2,0.19,2.67
PIIND,PI Industries Limited,25.4,19.7,"48,562",27.5,0.51,32.37
PILANIINVS,Pilani Investment and Industries Corporation Limited,1.96,1.18,"5,150",48.6,0.32,51.49
PILITA,PIL ITALICA LIFESTYLE LIMITED,8.9,6.18,206,45.8,0,0.03
PINELABS,Pine Labs Limited,4.64,2.1,"26,307",608,0,0.49
PIONEEREMB,Pioneer Embroideries Limited,5.93,2.59,79.3,,0,-1.23
PIRAMALFIN,Piramal Finance Limited,7.83,2.73,"39,511",36,0,17.46
PITTIENG,Pitti Engineering Limited,15.7,15.9,"2,955",27.5,0.19,9.45
PIXTRANS,Pix Transmissions Limited,26.7,20.8,"1,796",21,0.7,13.97
PKTEA,The Peria Karamalai Tea & Produce Company Limited,1.2,0.09,204,,0.14,-16.54
PLASTIBLEN,Plastiblends India Limited,10.3,7.58,386,11.9,1.69,2.49
PLATIND,Platinum Industries Limited,19.1,13.9,"1,289",30.8,0,2.21
PLAZACABLE,Plaza Wires Limited,4.41,2.36,175,48.2,0,0.12
PNB,Punjab National Bank,6.3,14.2,"1,43,892",8.85,2.29,4.44
PNBGILTS,PNB Gilts Limited,6.8,16.1,"1,429",5.94,1.26,2.99
PNBHOUSING,PNB Housing Finance Limited,9.46,12.3,"21,321",9.42,0.59,20
PNC,Pritish Nandy Communications Limited,-1.69,-1.29,33.7,,0,-0.63
PNCINFRA,PNC Infratech Limited,18.2,13.5,"5,507",15,0.28,3.36
PNGJL,P N Gadgil Jewellers Limited,19.2,20.3,"7,543",25.6,0,5.87
POCL,Pondy Oxides & Chemicals Limited,16.9,13.7,"3,661",30.9,0.28,12.31
PODDARMENT,Poddar Pigments Limited,8.6,6.43,257,14.4,1.65,3.39
POKARNA,Pokarna Limited,-1.41,-6.23,"2,281",,0.08,-0.75
POLICYBZR,PB Fintech Limited,-0.03,-0.03,"76,785",,0,0.02
POLYCAB,Polycab India Limited,29.7,21.4,"1,05,488",40.7,0.51,41.05
POLYMED,Poly Medicure Limited,18.2,14.2,"15,274",43.8,0.23,8.79
POLYPLEX,Polyplex Corporation Limited,13.7,11.2,"2,663",28.3,1.59,5.14
PONNIERODE,Ponni Sugars (Erode) Limited,5.18,3.56,241,19.1,1.07,16.93
POONAWALLA,Poonawalla Fincorp Limited,4.77,-1.29,"32,172",92.1,0,1.85
POWERGRID,Power Grid Corporation of India Limited,13,17.1,"2,38,700",15.5,3.53,3.82
POWERINDIA,Hitachi Energy India Limited,19.4,13.8,"83,719",117,0.03,59.31
POWERMECH,Power Mech Projects Limited,20.6,15.4,"6,532",22.3,0.06,20.36
PPAP,PPAP Automotive Limited,7.12,4.38,280,32.3,1.25,1.38
PPL,Prakash Pipes Limited,26.8,20.5,517,9.71,1.13,3.91
PPLPHARMA,Piramal Pharma Limited,12.4,9.74,"20,484",27.8,0.09,0.97
PRABHA,Prabha Energy Limited,-0.4,-0.35,"2,190",,0,-0.02
PRAJIND,Praj Industries Limited,23.6,18.2,"5,299",30,2.08,2.27
PRAKASH,Prakash Industries Limited,11.2,11.2,"2,190",6.67,1.21,3.44
PRAXIS,Praxis Home Retail Limited,-9.63,,134,,0,4.38
PRECAM,Precision Camshafts Limited,7.81,1.57,"1,407",64.7,0.68,-4.49
PRECOT,Precot Limited,13,7.98,394,8.71,0.93,5.86
PRECWIRE,Precision Wires India Limited,26.8,16.5,"4,439",39.9,0.47,1.98
PREMEXPLN,Premier Explosives Limited,16.9,12.2,"2,759",55.1,0.1,3.32
PREMIERENE,Premier Energies Limited,12.4,9.49,"32,656",212,0.14,0.28
PREMIERPOL,Premier Polyfilm Limited,29.9,24.4,517,17.9,0.29,0.89
PRESTIGE,Prestige Estates Projects Limited,4.35,1.44,"62,800",653,0.13,1.06
PRICOLLTD,Pricol Limited,21.9,15.9,"6,676",42.5,0.37,3.65
PRIMESECU,Prime Securities Limited,20.3,18.6,924,41,0.55,1.22
PRIMO,Primo Chemicals Limited,6.73,0.59,490,74.1,0,0.11
PRINCEPIPE,Prince Pipes And Fittings Limited,3.85,2.73,"2,648",114,0.21,1.32
PRITI,Priti International Limited,8.58,6.23,70.1,24.7,0,0.22
PRITIKAUTO,Pritika Auto Industries Limited,6.85,4.15,218,15.5,0,0.26
PRIVISCL,Privi Speciality Chemicals Limited,17.9,18.7,"11,023",39.4,0.18,25.66
PROSTARM,Prostarm Info Systems Limited,30,30,895,36.3,0,1.44
PROTEAN,Protean eGov Technologies Limited,11.8,9.51,"2,474",26.2,1.61,6.45
PRSMJOHNSN,Prism Johnson Limited,2.97,-2.77,"6,383",67,0,0.35
PRUDENT,Prudent Corporate Advisory Services Limited,45,34.7,"9,901",51.7,0.11,13.3
PRUDMOULI,Prudential Sugar Corporation Limited,4.97,2.49,64.8,15.8,0,0.34
PSB,Punjab & Sind Bank,5.98,7.03,"19,782",16.4,0.25,0.47
PSPPROJECT,PSP Projects Limited,8.7,5.4,"2,981",114,0,4.05
PTC,PTC India Limited,11.9,9.66,"5,111",11.8,6.77,4.52
PTCIL,PTC Industries Limited,5.26,3.59,"27,071",684,0,5.45
PTL,PTL Enterprises Limited,7.29,4.29,532,12.9,4.38,1.12
PUNJABCHEM,Punjab Chemicals & Crop Protection Limited,14.7,11.6,"1,460",23.1,0.25,11.41
PURVA,Puravankara Limited,1,-10.4,"5,478",,0,-1.53
PVP,PVP Ventures Limited,1.99,1.32,789,642,0,-0.15
PVRINOX,PVR INOX Limited,2.47,-4.6,"9,528",,0,10.58
PVSL,Popular Vehicles and Services Limited,1.13,-7.12,774,,0,-0.98
PWL,Physicswallah Limited,-4.57,-117,"34,245",,0,0.41
PYRAMID,Pyramid Technoplast Limited,14,11.2,552,20.1,0.34,1.67
QPOWER,Quality Power Electrical Equipments Limited,17.9,14.2,"5,161",130,0.16,1.67
QUADFUTURE,Quadrant Future Tek Limited,-7.01,-11.4,"1,222",,0,-3.97
QUESS,Quess Corp Limited,13.5,15.2,"3,098",14.2,4.8,3.39
QUICKHEAL,Quick Heal Technologies Limited,-0.12,0.75,"1,014",149,0,1.27
RACE,Race Eco Chain Limited,9.39,8.05,174,44.7,0,0.67
RACLGEAR,RACL Geartech Limited,12.5,12,"1,214",35,0,10.2
RADAAN,Radaan Mediaworks India Limited,13.4,,16.2,,0,-0.28
RADHIKAJWE,Radhika Jeweltech Limited,25.8,20.5,791,11.2,0,1.56
RADIANTCMS,Radiant Cash Management Services Limited,26.2,17.3,485,11.7,5.48,0.91
RADICO,Radico Khaitan Limited,16.2,13.6,"37,789",71.2,0.15,11.58
RADIOCITY,Music Broadcast Limited,-4.9,-6.74,207,,0,-0.2
RAILTEL,Railtel Corporation Of India Limited,21.8,16.5,"11,311",34.9,0.83,2.37
RAIN,Rain Industries Limited,5.27,3.86,"5,217",209,0.62,0.34
RAINBOW,Rainbow Childrens Medicare Limited,18.3,16.7,"11,478",46.8,0.25,6.48
RAJMET,Rajnandini Metal Limited,8.11,-3.84,111,,0,0
RAJOOENG,Rajoo Engineers Limited,34.6,25.7,"1,133",20.2,0.24,0.8
RAJRATAN,Rajratan Global Wire Limited,15.8,12.5,"2,082",42,0.49,2.63
RAJSREESUG,Rajshree Sugars & Chemicals Limited,4.42,3.05,101,,0,-2.17
RAJTV,Raj Television Network Limited,-12.7,-15.7,200,,0,0.03
RALLIS,Rallis India Limited,10.1,6.65,"5,340",29.1,0.89,0.1
RAMANEWS,Shree Rama Newsprint Limited,1.87,-73.3,447,,0,-0.69
RAMAPHO,Rama Phosphates Limited,7.81,3.77,545,10.4,0.33,3.96
RAMASTEEL,Rama Steel Tubes Limited,4.58,2.6,"1,274",76.5,0,0.02
RAMCOCEM,The Ramco Cements Limited,4.83,1.56,"26,465",137,0.18,3.14
RAMCOIND,Ramco Industries Limited,9.03,7.28,"2,731",28.8,0.33,4.14
RAMCOSYS,Ramco Systems Limited,-0.76,-1.31,"1,753",79.2,0,-3.2
RAMKY,Ramky Infrastructure Limited,23.2,19,"3,294",16.1,0,9.82
RAMRAT,Ram Ratna Wires Limited,20.5,15,"2,736",40.2,0.43,2.32
RANASUG,Rana Sugars Limited,7.67,5.99,168,4.5,0,-0.92
RANEHOLDIN,Rane Holdings Limited,12.9,11.4,"1,883",27.2,2.88,33.19
RATEGAIN,Rategain Travel Technologies Limited,7.28,5.34,"7,241",87.5,0,1.72
RATNAMANI,Ratnamani Metals & Tubes Limited,22.4,16.3,"14,565",23.3,0.67,15.44
RATNAVEER,Ratnaveer Precision Engineering Limited,14.3,15,"1,042",19.8,0,2.91
RAYMOND,Raymond Limited,1.17,294,"2,563",92.8,0,-0.49
RAYMONDLSL,Raymond Lifestyle Limited,2.1,0.5,"6,327",75.3,0,8.12
RAYMONDREL,Raymond Realty Limited,,-32.1,"3,394",25.3,0,7.38
RBA,Restaurant Brands Asia Limited,1.57,-4.26,"3,699",,0,-0.35
RBLBANK,RBL Bank Limited,6.04,4.57,"18,413",27.8,0.34,3.47
RBZJEWEL,RBZ Jewellers Limited,20.4,17.2,547,11.6,0,4.64
RCF,Rashtriya Chemicals and Fertilizers Limited,7.47,5,"7,588",24.6,0.96,1.92
RECLTD,REC Limited,9.92,21.5,"95,375",5.64,4.91,15.35
REDINGTON,Redington Limited,32.6,35,"21,143",15.1,2.57,6.8
REDTAPE,Redtape Limited,22.9,25.9,"6,863",35.1,0.59,0.51
REFEX,Refex Industries Limited,25.3,22,"3,085",14.6,0.22,4.88
REGAAL,Regaal Resources Limited,16.2,25.2,613,12,0,1.63
REGENCERAM,Regency Ceramics Limited,-43.5,,121,84.1,0,-1.6
RELAXO,Relaxo Footwears Limited,11.2,8.31,"9,395",53.9,0.82,1.45
RELCHEMQ,Reliance Chemotex Industries Limited,6.81,2.97,89.3,18.8,0.43,2.19
RELIANCE,Reliance Industries Limited,7.57,6.61,"18,84,261",47.4,0.4,6.94
RELIGARE,Religare Enterprises Limited,-1.17,-1.78,"7,874",,0,-0.12
RELTD,Ravindra Energy Limited,11.6,11.7,"2,647",24.9,0,1.08
REMSONSIND,Remsons Industries Limited,11.2,9.54,377,37.9,0.28,0.79
RENUKA,Shree Renuka Sugars Limited,9.99,,"5,321",,0,-1.5
REPCOHOME,Repco Home Finance Limited,11.1,14.2,"2,527",5.79,1,17.09
REPL,Rudrabhishek Enterprises Limited,14.9,9.83,201,17.5,0,1.15
REPRO,Repro India Limited,0.86,-1.23,570,,0,-14.81
RESPONIND,Responsive Industries Limited,5.63,3.38,"4,495",180,0.06,0.12
RETAIL,JHS Svendgaard Retail Ventures Limited,3.55,-2.77,19.3,,0,0.12
RGL,Renaissance Global Limited,7.65,4.91,"1,163",58.9,0,0.11
RHETAN,Rhetan TMT Limited,4.47,3.39,"2,069",376,0,0.04
RHIM,RHI MAGNESITA INDIA LIMITED,7.71,5.62,"9,082",50.3,0.66,2
RHL,Robust Hotels Limited,5.12,2.95,308,13.6,0,3.38
RICOAUTO,Rico Auto Industries Limited,6,3.32,"1,566",54.5,0.44,0.77
RIIL,Reliance Industrial Infrastructure Limited,2.71,2.32,"1,073",105,0.5,1.72
RISHABH,Rishabh Instruments Limited,8.2,6.01,"1,428",40.4,0,3.29
RITCO,Ritco Logistics Limited,15.8,18.4,689,13.3,0,4.43
RITES,RITES Limited,20,15.1,"10,994",27.6,3.29,2.13
RKDL,Ravi Kumar Distilleries Limited,0.33,0.31,48.3,402,0,0.02
RKEC,RKEC Projects Limited,14.1,11.2,114,8.13,0,0.66
RKFORGE,Ramkrishna Forgings Limited,6.52,10.9,"9,264",37.1,0.39,0.72
RKSWAMY,R K Swamy Limited,7.06,5.44,536,28.5,1.44,1.28
RMDRIP,R M Drip and Sprinklers Systems Limited,44.7,39.7,"2,632",74.6,0.05,0.56
RML,Rane (Madras) Limited,14.3,12,"2,051",37,1.08,8.27
RNBDENIMS,R&B Denims Limited,14.2,11.9,"1,408",61.7,0,0.51
ROHLTD,Royal Orchid Hotels Limited,11,9.27,985,51,0.68,1.41
ROLEXRINGS,Rolex Rings Limited,22.8,19,"3,314",18.4,0,1.63
ROML,Raj Oil Mills Limited,13.7,,66.8,12.4,0,0.51
ROSSARI,Rossari Biotech Limited,15.1,11.1,"3,136",26,0.09,5.53
ROSSELLIND,Rossell India Limited,10.5,10.8,165,8.44,0.92,7.26
ROSSTECH,Rossell Techsys Limited,8.05,5.73,"2,521",127,0.03,1.33
ROTO,Roto Pumps Limited,17.4,14.7,"1,054",42.9,1.45,0.19
ROUTE,ROUTE MOBILE LIMITED,16.3,12.4,"3,749",26.9,1.86,5.23
RPEL,Raghav Productivity Enhancers Limited,16.5,12.2,"3,398",123,0.13,1.38
RPGLIFE,RPG Life Sciences Limited,32.8,25.5,"3,317",31.6,1.01,13.38
RPOWER,Reliance Power Limited,-0.18,-0.99,"11,700",,0,0.01
RPPINFRA,R.P.P. Infra Projects Limited,20.4,14.2,422,7.46,0.6,3.04
RPPL,Rajshree Polypack Limited,11,8.9,118,8.44,0,0.62
RPSGVENT,RPSG VENTURES LIMITED,7.31,5.25,"2,392",16,0,0.61
RPTECH,Rashi Peripherals Limited,14.3,12.5,"2,359",12.1,0.56,8.54
RRKABEL,R R Kabel Limited,19.7,15.2,"15,563",38.9,0.46,10.25
RSSOFTWARE,R. S. Software (India) Limited,9.27,9.11,97.5,,0.67,-3.12
RSWM,RSWM Limited,2.47,-3.25,662,96.9,0,1.33
RSYSTEMS,R Systems International Limited,33.4,29.8,"4,507",19.1,3.28,7.97
RTNINDIA,RattanIndia Enterprises Limited,10.6,10.7,"5,073",,0,-2.9
RTNPOWER,RattanIndia Power Limited,8.39,4.61,"4,581",57.4,0,0.1
RUBFILA,Rubfila International Limited,12.6,9.3,385,14.1,2.81,1.32
RUBICON,Rubicon Research Limited,26.4,29.4,"11,231",65.5,0,2.97
RUBYMILLS,The Ruby Mills Limited,5.54,5.66,652,12.1,0.89,3.29
RUCHINFRA,Ruchi Infrastructure Limited,1.75,0.91,141,14.8,0,0.02
RUCHIRA,Ruchira Papers Limited,18.7,15.3,351,5.21,4.24,5.23
RUDRA,Rudra Global Infra Products Limited,12.2,9.65,186,13.6,0,0.74
RUPA,Rupa & Company Limited,10.9,8.38,"1,189",15.8,2.02,1.81
RUSHIL,Rushil Decor Limited,10.1,7.96,576,62.9,0.52,0.19
RUSTOMJEE,Keystone Realtors Limited,6,4.02,"6,139",66.6,0.32,1.75
RVHL,Ravinder Heights Limited,-0.18,-0.09,271,,0,-0.02
RVNL,Rail Vikas Nigam Limited,15,14.4,"70,995",71.6,0.51,0.94
RVTH,Revathi Equipment India Limited,25.7,17.4,199,23.2,0,-5.48
S&SPOWER,S&S Power Switchgears Limited,-2.4,-7,332,,0,1.13
SAATVIKGL,Saatvik Green Energy Limited,60.2,78.4,"4,986",34.8,0,0.27
SADBHIN,Sadbhav Infrastructure Project Limited,-1.51,-13.5,117,,0,-0.56
SADHNANIQ,Sadhana Nitrochem Limited,5.38,2.02,200,,1.63,-0.8
SAFARI,Safari Industries (India) Limited,16.4,13.6,"10,102",76.8,0.15,6.68
SAGARDEEP,Sagardeep Alloys Limited,7.14,3.92,44.3,22.6,0,0.22
SAGCEM,Sagar Cements Limited,-1.67,-3.89,"2,536",,0,-1.01
SAGILITY,SAGILITY LIMITED,4.37,2.88,"23,350",61,0.1,0.15
SAHYADRI,Sahyadri Industries Limited,7.12,5.27,267,14.4,0.39,2.48
SAIL,Steel Authority of India Limited,6.73,4.38,"62,453",23.6,1.04,1.03
SAILIFE,Sai Life Sciences Limited,14.1,11,"17,616",62.4,0,3.95
SAKAR,Sakar Healthcare Limited,8.54,6.48,863,44.2,0,2.04
SAKHTISUG,Sakthi Sugars Limited,11.8,23.7,208,11,0,-1.94
SAKSOFT,Saksoft Limited,26.2,20.1,"2,310",29.7,0.46,2.15
SAKUMA,Sakuma Exports Limited,3.29,2.2,293,38.9,0,0
SALASAR,Salasar Techno Engineering Limited,12.9,8.53,"1,395",23.8,0,0.1
SALONA,Salona Cotspin Limited,7.41,3.86,127,101,0.42,2.03
SALZERELEC,Salzer Electronics Limited,12.8,10.6,993,18.4,0.45,7.62
SAMBHV,Sambhv Steel Tubes Limited,13.9,12.4,"2,652",29.1,0,1.02
SAMHI,Samhi Hotels Limited,1.26,0.05,"3,748",,0,0.08
SAMMAANCAP,Sammaan Capital Limited,9.12,4.63,"12,492",11,0,3.33
SAMPANN,Sampann Utpadan India Limited,-1.51,-28.9,161,21.4,0,0.39
SANATHAN,Sanathan Textiles Limited,14.5,10.9,"3,763",20.3,0,6
SANDESH,The Sandesh Limited,7.57,5.91,774,15.2,0.5,5.67
SANDHAR,Sandhar Technologies Limited,14.8,12.2,"2,964",16.8,0.72,12.39
SANDUMA,Sandur Manganese & Iron Ores Limited,21.6,17.7,"10,806",21.4,0.18,2.27
SANGAMIND,Sangam (India) Limited,6.63,3.04,"2,292",34.5,0.45,5.35
SANGHIIND,Sanghi Industries Limited,-3.91,-46.1,"1,557",,0,-4.47
SANGHVIMOV,Sanghvi Movers Limited,11.8,10,"2,618",20.7,0.66,2.62
SANGINITA,Sanginita Chemicals Limited,4.19,1.28,29.3,,0,-1.07
SANOFI,Sanofi India Limited,49.2,47.2,"9,240",25,2.91,33.04
SANOFICONR,Sanofi Consumer Healthcare India Limited,111,83.8,"9,587",44.6,1.31,27.31
SANSERA,Sansera Engineering Limited,13.3,9.98,"10,825",46.1,0.19,11.33
SANSTAR,Sanstar Limited,11.8,9.63,"1,653",82.4,0,0.03
SAPPHIRE,Sapphire Foods India Limited,5.11,1.5,"6,060",,0,-0.54
SARDAEN,Sarda Energy & Minerals Limited,16.6,12.9,"17,228",18.5,0.31,6.8
SAREGAMA,Saregama India Limited,18,13.4,"6,480",31.6,1.38,2.47
SARLAPOLY,Sarla Performance Fibers Limited,11.5,9.69,750,12.5,3.35,2.3
SARVESHWAR,Sarveshwar Foods Limited,8.37,3.95,489,44,0,0.03
SASKEN,Sasken Technologies Limited,7,5.77,"1,855",38.2,2.03,10.76
SASTASUNDR,Sastasundar Ventures Limited,-0.26,-0.26,948,,0,-0.09
SATIA,Satia Industries Limited,10.3,11.9,606,9.72,0.68,-2.45
SATIN,Satin Creditcare Network Limited,11.5,7.86,"1,756",8.52,0,6.4
SAURASHCEM,Saurashtra Cement Limited,1.85,0.23,797,27.6,0,-0.99
SBC,SBC Exports Limited,16.3,22.1,"1,375",67.5,0,0.22
SBCL,Shivalik Bimetal Controls Limited,26,20.3,"2,438",30.8,0.63,3.68
SBFC,SBFC Finance Limited,11.6,11.6,"9,331",22,0,1.08
SBGLP,Suratwwala Business Group Limited,13.8,16.4,606,32.6,0.29,0.4
SBICARD,SBI Cards and Payment Services Limited,10.4,14.8,"71,502",34.2,0.32,5.85
SBILIFE,SBI Life Insurance Company Limited,16.9,15.1,"2,00,827",81,0.14,5.75
SBIN,State Bank of India,6.37,17.3,"9,94,045",14,1.49,21.84
SCHAEFFLER,Schaeffler India Limited,25.7,19.2,"56,898",50.9,0.79,19.62
